target,horizon,fold,family,zone_id,n,mae,mase,sat_wmae,bias
occupancy,6,4,autoregressive,628,336,0.732707,0.729032,0.719964,0.228657
occupancy,6,4,autoregressive,631,336,1.24254,0.670864,1.24502,0.296385
occupancy,6,4,autoregressive,632,336,2.00995,0.82928,2.02544,-0.525345
occupancy,6,4,autoregressive,633,336,6.96633,0.88063,6.90177,0.817203
occupancy,6,4,autoregressive,637,336,1.16926,0.70454,1.1549,0.539444
occupancy,6,4,autoregressive,638,336,2.25463,0.737176,2.81299,-0.472077
occupancy,6,4,autoregressive,643,336,1.72721,0.78825,1.74876,-0.167742
occupancy,6,4,autoregressive,644,336,2.00944,0.70412,2.02473,0.508595
occupancy,6,4,autoregressive,647,336,2.56753,0.795022,3.24054,-0.287885
occupancy,6,4,autoregressive,651,336,0.188882,0.136634,0.188882,-0.188882
occupancy,6,4,autoregressive,655,336,1.01432,0.642257,1.07034,0.25481
occupancy,6,4,autoregressive,656,336,1.83389,0.84944,1.90115,-0.390623
occupancy,6,4,autoregressive,659,336,1.49109,0.968249,1.68375,-0.0551415
occupancy,6,4,autoregressive,681,336,1.16368,0.746041,1.19392,-0.266337
occupancy,6,4,autoregressive,682,336,3.46178,0.708838,3.38218,1.36483
occupancy,6,4,autoregressive,686,336,2.36764,0.931407,2.30703,1.85651
occupancy,6,4,autoregressive,687,336,0.816959,0.790657,0.839679,-0.0315849
occupancy,6,4,autoregressive,690,336,6.00371,0.883937,6.17841,-0.208963
occupancy,6,4,autoregressive,691,336,3.3198,0.867861,3.26063,-0.367767
occupancy,6,4,autoregressive,693,336,2.47346,0.78719,2.53659,-0.423732
occupancy,6,4,autoregressive,698,336,0.976883,0.759458,0.961075,0.247265
occupancy,6,4,autoregressive,699,336,2.15414,0.75367,2.07496,0.564175
occupancy,6,4,autoregressive,700,336,3.27158,0.791949,3.26819,-0.254744
occupancy,6,4,autoregressive,701,336,0.89472,0.721596,0.848853,0.0100896
occupancy,6,4,autoregressive,703,336,7.94878,0.734691,7.72499,2.14225
occupancy,6,4,autoregressive,704,336,5.36109,0.629274,5.28322,-0.263629
occupancy,6,4,autoregressive,705,336,1.8173,0.712743,1.8272,0.190643
occupancy,6,4,autoregressive,706,336,1.53963,0.674607,1.52596,-0.283031
occupancy,6,4,autoregressive,708,336,2.42932,0.814335,2.53059,0.463846
occupancy,6,4,autoregressive,709,336,2.12084,0.861771,2.14123,-0.754716
occupancy,6,4,autoregressive,710,336,2.04689,0.654863,2.01394,0.637882
occupancy,6,4,autoregressive,711,336,1.47539,0.848622,1.50374,-0.603484
occupancy,6,4,autoregressive,712,336,2.46575,0.845692,2.37747,0.692194
occupancy,6,4,autoregressive,715,336,1.607,0.734741,1.6553,0.164816
occupancy,6,4,autoregressive,716,336,5.94733,0.76336,6.08683,-1.00055
occupancy,6,4,autoregressive,718,336,0.778961,0.979792,0.812313,-0.21755
occupancy,6,4,autoregressive,719,336,0.957487,0.773265,0.86265,0.359912
occupancy,6,4,autoregressive,724,336,3.80731,0.810831,3.76929,1.42132
occupancy,6,4,autoregressive,728,336,1.35882,0.775875,1.38059,-0.000633072
occupancy,6,4,autoregressive,729,336,2.11516,0.88708,2.08381,0.988345
occupancy,6,4,autoregressive,731,336,2.90221,0.795375,3.03069,-0.0136924
occupancy,6,4,autoregressive,732,336,0.714988,1.02644,0.74807,0.139763
occupancy,6,4,autoregressive,733,336,6.80851,0.609626,6.40258,1.65599
occupancy,6,4,autoregressive,737,336,1.56856,0.862054,1.63879,-0.201106
occupancy,6,4,autoregressive,741,336,1.76987,0.745208,1.77018,-0.152735
occupancy,6,4,autoregressive,744,336,2.08764,0.497942,2.09564,-0.258644
occupancy,6,4,autoregressive,745,336,1.36859,0.732274,1.3236,0.487361
occupancy,6,4,autoregressive,746,336,4.17138,0.64653,4.08521,0.354253
occupancy,6,4,autoregressive,751,336,2.98067,0.642277,2.90923,0.983037
occupancy,6,4,autoregressive,771,336,2.18344,0.847627,2.12774,0.12437
occupancy,6,4,autoregressive,773,336,2.32587,0.729531,2.33446,0.448183
occupancy,6,4,autoregressive,775,336,3.45792,0.829365,3.43734,0.35758
occupancy,6,4,autoregressive,777,336,11.9935,0.8433,14.4112,2.21559
occupancy,6,4,autoregressive,781,336,2.24671,0.839029,2.14772,0.946881
occupancy,6,4,autoregressive,783,336,0.786603,0.68932,0.804866,-0.0148799
occupancy,6,4,autoregressive,790,336,0.888797,0.435759,0.898482,-0.154567
occupancy,6,4,autoregressive,792,336,0.744267,0.63666,0.736702,0.099881
occupancy,6,4,autoregressive,795,336,4.60647,0.634083,4.52255,0.0130392
occupancy,6,4,autoregressive,799,336,3.3205,0.628334,3.23583,-0.198501
occupancy,6,4,autoregressive,802,336,3.49206,0.866826,3.57494,-0.145097
occupancy,6,4,autoregressive,804,336,1.66378,0.946371,1.68242,-0.0195396
occupancy,6,4,autoregressive,805,336,1.67207,0.914723,1.94768,0.0875331
occupancy,6,4,autoregressive,809,336,5.85933,0.838859,5.60779,1.19489
occupancy,6,4,autoregressive,832,336,2.34056,0.698926,2.3338,0.479491
occupancy,6,4,autoregressive,842,336,5.43488,0.889132,5.57933,1.60807
occupancy,6,4,autoregressive,844,336,6.98458,1.07029,6.54534,3.40598
occupancy,6,4,autoregressive,848,336,1.28847,0.866746,1.46156,-0.194082
occupancy,6,4,autoregressive,849,336,2.66883,0.665251,2.62371,0.209762
occupancy,6,4,autoregressive,851,336,9.14397,0.840176,9.12295,-1.38357
occupancy,6,4,autoregressive,852,336,0.66998,0.563556,0.804674,-0.114377
occupancy,6,4,autoregressive,855,336,5.11618,0.659095,5.01519,0.80959
occupancy,6,4,autoregressive,858,336,3.90572,0.490274,3.85001,1.88261
occupancy,6,4,autoregressive,862,336,1.36793,0.712082,1.40957,-0.43792
occupancy,6,4,autoregressive,881,336,11.91,0.852823,13.9548,2.73278
occupancy,6,4,autoregressive,882,336,1.5918,0.86068,1.61842,0.278712
occupancy,6,4,autoregressive,883,336,0.836307,0.54616,0.881211,-0.0793226
occupancy,6,4,autoregressive,887,336,2.00505,0.594917,1.98631,0.613261
occupancy,6,4,autoregressive,888,336,4.57456,0.558198,4.58622,0.272852
occupancy,6,4,autoregressive,890,336,0.0295604,0.0323188,0.0295604,-0.0295604
occupancy,6,4,autoregressive,891,336,3.23116,0.820753,3.30783,-1.4117
occupancy,6,4,autoregressive,893,336,1.01885,0.923856,1.0623,0.174181
occupancy,6,4,autoregressive,895,336,3.01731,0.644571,3.08883,0.0555106
occupancy,6,4,autoregressive,897,336,2.88252,0.791072,3.21395,-0.0753056
occupancy,6,4,autoregressive,900,336,1.0456,0.742652,1.06494,-0.348885
occupancy,6,4,autoregressive,901,336,0.600718,0.519993,0.651159,-0.0467764
occupancy,6,4,autoregressive,902,336,1.47733,0.691062,1.46395,0.472758
occupancy,6,4,autoregressive,903,336,2.41376,0.678122,2.40402,0.0764324
occupancy,6,4,autoregressive,904,336,2.15462,0.616138,2.14234,0.78813
occupancy,6,4,autoregressive,937,336,0.689769,0.547985,0.695877,0.166452
occupancy,6,4,autoregressive,943,336,2.11748,0.747788,2.21811,0.368573
occupancy,6,4,autoregressive,958,336,3.31098,1.07794,3.47668,-0.218311
occupancy,6,4,autoregressive,965,336,5.99237,0.688997,5.87684,1.40034
occupancy,6,4,autoregressive,966,336,5.56158,0.627322,5.29869,2.98192
occupancy,6,4,autoregressive,967,336,1.59542,0.80927,1.55307,0.481796
occupancy,6,4,autoregressive,969,336,2.07972,0.724313,2.01208,0.861991
occupancy,6,4,autoregressive,972,336,3.3023,0.641616,3.29511,-0.221878
occupancy,6,4,autoregressive,974,336,4.67501,0.651563,4.59188,0.65703
occupancy,6,4,autoregressive,975,336,1.48723,0.785308,1.51019,-0.0138686
occupancy,6,4,autoregressive,977,336,1.18605,0.741997,1.14966,0.463038
occupancy,6,4,autoregressive,979,336,1.07098,0.765793,1.04427,0.306074
occupancy,6,4,autoregressive,981,336,2.05148,0.570314,2.01112,0.137817
occupancy,6,4,autoregressive,982,336,1.70474,0.8358,1.65645,0.461145
occupancy,6,4,autoregressive,983,336,1.39424,0.675004,1.34408,0.246264
occupancy,6,4,autoregressive,984,336,1.02121,0.698328,1.04039,-0.0395477
occupancy,6,4,autoregressive,986,336,6.13504,0.801944,6.0792,1.76122
occupancy,6,4,autoregressive,987,336,1.29252,0.407473,1.27049,0.594304
occupancy,6,4,autoregressive,988,336,2.40782,0.860431,2.43563,0.175484
occupancy,6,4,autoregressive,989,336,3.47184,0.664066,3.51518,-0.52839
occupancy,6,4,autoregressive,991,336,1.02095,0.640325,0.959249,0.612363
occupancy,6,4,autoregressive,996,336,6.15661,0.767642,5.88897,4.70674
occupancy,6,4,autoregressive,998,336,3.63256,0.767355,3.53079,1.32232
occupancy,6,4,autoregressive,1000,336,4.81734,0.682263,4.82119,-0.181008
occupancy,6,4,autoregressive,1009,336,5.92841,0.763038,5.69023,1.09371
occupancy,6,4,autoregressive,1011,336,6.40756,0.685069,6.38534,0.202978
occupancy,6,4,autoregressive,1015,336,2.70491,0.639483,2.79498,-0.407959
occupancy,6,4,autoregressive,1026,336,5.27344,0.826292,5.37777,0.55367
occupancy,6,4,autoregressive,1029,336,2.29746,0.892823,2.30057,0.0649015
occupancy,6,4,autoregressive,1031,336,4.81575,0.707981,4.73337,1.64135
occupancy,6,4,autoregressive,1043,336,2.55828,0.665744,2.64505,-0.977717
occupancy,6,4,autoregressive,1049,336,7.58133,0.586713,7.03224,3.28172
occupancy,6,4,autoregressive,1060,336,0.755218,0.635434,0.760402,-0.000871693
occupancy,6,4,autoregressive,1061,336,2.29134,0.642699,2.29215,0.203959
occupancy,6,4,autoregressive,1062,336,2.83958,0.817745,2.98309,-1.19699
occupancy,6,4,autoregressive,1066,336,1.47124,0.684127,1.45265,0.0780741
occupancy,6,4,autoregressive,1067,336,2.33392,0.708678,2.32228,0.046965
occupancy,6,4,autoregressive,1068,336,4.97439,0.82675,5.07212,-1.7237
occupancy,6,4,autoregressive,1071,336,3.33013,0.808886,3.39319,-0.269961
occupancy,6,4,autoregressive,1072,336,3.25213,0.837516,3.36845,0.388922
occupancy,6,4,autoregressive,1074,336,2.07654,0.742673,2.08799,0.151826
occupancy,6,4,autoregressive,1075,336,1.39868,0.704665,1.43834,0.181847
occupancy,6,4,autoregressive,1076,336,1.59873,0.685269,1.60864,-0.181001
occupancy,6,4,autoregressive,1081,336,1.50976,0.640764,1.5474,-0.508588
occupancy,6,4,autoregressive,1082,336,1.27392,0.828676,1.32968,-0.0137329
occupancy,6,4,autoregressive,1083,336,2.14117,0.656853,2.08004,0.201284
occupancy,6,4,autoregressive,1085,336,2.16612,0.700922,2.17845,-0.612971
occupancy,6,4,autoregressive,1087,336,2.06789,0.684925,2.12414,-0.935441
occupancy,6,4,autoregressive,1088,336,2.94718,0.927931,3.09244,-0.163448
occupancy,6,4,autoregressive,1090,336,1.66453,0.933064,1.60061,0.60802
occupancy,6,4,autoregressive,1092,336,0.878303,0.700759,0.905399,0.0334784
occupancy,6,4,autoregressive,1094,336,1.30358,0.702675,1.27872,0.215064
occupancy,6,4,autoregressive,1095,336,1.73894,0.777156,1.72226,-0.136021
occupancy,6,4,autoregressive,1096,336,1.45377,0.584969,1.46058,-0.182215
occupancy,6,4,autoregressive,1098,336,2.30281,0.640302,2.36762,-0.559555
occupancy,6,4,autoregressive,1099,336,1.35082,0.735327,1.4017,0.0352251
occupancy,6,4,autoregressive,1100,336,2.49304,0.729814,2.46917,0.2521
occupancy,6,4,autoregressive,1102,336,1.91066,0.604779,1.90517,0.295227
occupancy,6,4,autoregressive,1104,336,0.988471,0.78908,1.02473,-0.216383
occupancy,6,4,autoregressive,1106,336,0.747305,0.639994,0.750766,0.159124
occupancy,6,4,autoregressive,1107,336,0.754085,0.690298,0.737585,0.165748
occupancy,6,4,autoregressive,1109,336,1.43802,0.914042,1.4655,-0.341951
occupancy,6,4,autoregressive,1110,336,1.64903,0.903943,1.63752,0.267009
occupancy,6,4,autoregressive,1111,336,2.11456,0.638098,2.12348,-0.111695
occupancy,6,4,autoregressive,1112,336,1.37567,0.806537,1.42924,0.519556
occupancy,6,4,autoregressive,1113,336,1.28449,0.838669,1.27786,0.15688
occupancy,6,4,autoregressive,1114,336,1.04994,0.77075,1.05547,0.0583977
occupancy,6,4,autoregressive,1115,336,2.04301,0.659792,2.04106,-0.248448
occupancy,6,4,autoregressive,1119,336,3.08538,0.803965,3.19698,-1.04194
occupancy,6,4,autoregressive,1120,336,2.12573,0.603298,2.12433,0.596541
occupancy,6,4,autoregressive,1121,336,1.78289,0.700909,1.83068,-0.600744
occupancy,6,4,autoregressive,1124,336,2.96554,0.799116,2.86824,1.62417
occupancy,6,4,autoregressive,1125,336,0.763746,0.97928,0.778285,0.125071
occupancy,6,4,autoregressive,1126,336,1.28192,0.677979,1.33126,-0.212232
occupancy,6,4,autoregressive,1130,336,0.475928,0.99955,0.49895,-0.0466606
occupancy,6,4,autoregressive,1134,336,1.57315,0.788299,1.62141,-0.923368
occupancy,6,4,autoregressive,1135,336,1.10789,0.841309,1.1236,-0.29787
occupancy,6,4,autoregressive,1137,336,3.38613,0.677363,3.39804,-0.728521
occupancy,6,4,autoregressive,1138,336,0.795501,0.782615,0.813426,0.132476
occupancy,6,4,autoregressive,1143,336,1.25205,0.930596,1.31499,-0.100771
occupancy,6,4,autoregressive,1144,336,2.532,0.826776,2.4779,1.04859
occupancy,6,4,autoregressive,1149,336,2.8502,0.97924,3.05004,0.27799
occupancy,6,4,autoregressive,1154,336,1.07738,0.778792,1.12022,-0.494586
occupancy,6,4,autoregressive,1156,336,0.945654,0.589746,0.918667,0.494491
occupancy,6,4,autoregressive,1159,336,4.02361,0.960322,4.08265,0.007389
occupancy,6,4,autoregressive,1162,336,1.378,0.670745,1.35294,0.319345
occupancy,6,4,autoregressive,1163,336,0.972202,0.773809,1.04209,-0.193588
occupancy,6,4,autoregressive,1164,336,3.11475,0.765757,3.09618,-0.542645
occupancy,6,4,autoregressive,1166,336,2.67872,0.733248,2.71901,-1.09619
occupancy,6,4,autoregressive,1167,336,10.7134,0.615885,10.3205,2.07408
occupancy,6,4,autoregressive,1168,336,2.1259,0.742917,2.2149,-0.650529
occupancy,6,4,autoregressive,1172,336,0.886794,0.844241,0.942702,0.084723
occupancy,6,4,autoregressive,1173,336,1.75496,0.735395,1.79735,-0.237417
occupancy,6,4,zone_ridge,102,336,1.49373,0.662594,1.52961,-0.472713
occupancy,6,4,zone_ridge,104,336,0.442669,0.525272,0.43663,0.13189
occupancy,6,4,zone_ridge,105,336,1.83422,0.634136,1.85123,-0.0877172
occupancy,6,4,zone_ridge,106,336,5.82847,0.947326,6.11297,2.26839
occupancy,6,4,zone_ridge,107,336,2.25116,0.732022,2.28944,-0.797644
occupancy,6,4,zone_ridge,108,336,2.02015,0.742952,1.91218,1.05322
occupancy,6,4,zone_ridge,109,336,1.44442,0.66511,1.46546,-0.281645
occupancy,6,4,zone_ridge,110,336,1.18897,0.560404,1.19047,-0.0281713
occupancy,6,4,zone_ridge,111,336,1.81849,0.752376,1.83125,-0.433134
occupancy,6,4,zone_ridge,115,336,0.684757,0.722125,0.712302,-0.240366
occupancy,6,4,zone_ridge,123,336,1.18844,0.775611,1.20887,-0.21425
occupancy,6,4,zone_ridge,124,336,1.80175,0.654303,1.75354,0.570053
occupancy,6,4,zone_ridge,202,336,1.72516,0.784548,1.75595,-0.461181
occupancy,6,4,zone_ridge,204,336,1.66159,0.7152,1.63029,0.750735
occupancy,6,4,zone_ridge,205,336,0.890048,0.605575,0.893167,0.0108912
occupancy,6,4,zone_ridge,206,336,4.95963,0.842073,5.33787,-0.985246
occupancy,6,4,zone_ridge,208,336,1.00966,0.733224,0.97741,0.466418
occupancy,6,4,zone_ridge,212,336,0.890875,0.84867,0.928749,-0.554177
occupancy,6,4,zone_ridge,213,336,2.37743,0.899584,2.52044,-1.25192
occupancy,6,4,zone_ridge,214,336,0.474426,0.817067,0.481983,0.155104
occupancy,6,4,zone_ridge,215,336,2.18604,0.917451,2.3324,-0.860396
occupancy,6,4,zone_ridge,216,336,1.51153,0.87806,1.53972,-0.270712
occupancy,6,4,zone_ridge,217,336,6.3674,0.767554,6.49944,-1.07444
occupancy,6,4,zone_ridge,223,336,5.38378,0.905052,5.6035,-2.08545
occupancy,6,4,zone_ridge,224,336,3.1081,0.734454,3.18417,-0.906896
occupancy,6,4,zone_ridge,225,336,0.895902,0.834231,0.963199,-0.790233
occupancy,6,4,zone_ridge,226,336,3.42836,0.769383,3.52527,0.538163
occupancy,6,4,zone_ridge,227,336,4.48256,1.05422,4.21652,2.65524
occupancy,6,4,zone_ridge,235,336,2.33423,0.779388,2.44978,-0.743553
occupancy,6,4,zone_ridge,307,336,4.94095,0.804171,5.06269,-2.47567
occupancy,6,4,zone_ridge,309,336,3.98149,0.635979,4.18929,0.223614
occupancy,6,4,zone_ridge,310,336,0.753087,0.623418,0.832123,-0.208031
occupancy,6,4,zone_ridge,311,336,5.14986,0.928229,5.981,0.467632
occupancy,6,4,zone_ridge,316,336,0.69745,0.80952,0.772069,-0.206688
occupancy,6,4,zone_ridge,320,336,1.4595,0.985584,1.55378,-0.266837
occupancy,6,4,zone_ridge,321,336,4.05638,0.945251,4.27662,1.42725
occupancy,6,4,zone_ridge,322,336,1.50167,0.749576,1.62591,-0.55112
occupancy,6,4,zone_ridge,323,336,4.94763,1.04731,5.79952,0.0525098
occupancy,6,4,zone_ridge,324,336,1.4588,0.55709,1.4715,-0.26987
occupancy,6,4,zone_ridge,325,336,2.43101,0.780862,2.52186,-0.629669
occupancy,6,4,zone_ridge,326,336,4.82312,0.673056,5.14541,-1.75311
occupancy,6,4,zone_ridge,328,336,4.11994,0.880056,4.14226,0.354887
occupancy,6,4,zone_ridge,329,336,8.85986,1.02819,9.11387,-2.49145
occupancy,6,4,zone_ridge,330,336,1.7313,0.678567,1.84453,-0.671072
occupancy,6,4,zone_ridge,331,336,2.66836,0.815889,2.67605,-0.368882
occupancy,6,4,zone_ridge,332,336,4.62753,0.689404,4.61921,0.637823
occupancy,6,4,zone_ridge,333,336,1.07144,0.543573,1.04087,0.508763
occupancy,6,4,zone_ridge,335,336,6.47852,0.704707,6.46946,-0.195461
occupancy,6,4,zone_ridge,340,336,1.49955,0.767042,1.60139,0.285041
occupancy,6,4,zone_ridge,343,336,1.47241,0.64326,1.72824,-0.144793
occupancy,6,4,zone_ridge,346,336,4.25089,0.776208,4.12706,1.9173
occupancy,6,4,zone_ridge,347,336,1.20038,0.806762,1.25202,-0.550679
occupancy,6,4,zone_ridge,348,336,0.807852,0.591286,0.800506,0.262552
occupancy,6,4,zone_ridge,406,336,1.03863,0.798082,1.09255,-0.105075
occupancy,6,4,zone_ridge,408,336,1.45552,0.585357,1.50165,-0.106086
occupancy,6,4,zone_ridge,501,336,2.64107,0.632225,2.51945,0.525447
occupancy,6,4,zone_ridge,502,336,3.86557,0.875157,3.88933,-0.149749
occupancy,6,4,zone_ridge,506,336,3.49631,0.646595,3.52516,-0.702684
occupancy,6,4,zone_ridge,508,336,2.12835,0.699422,2.05143,1.23226
occupancy,6,4,zone_ridge,511,336,0.873728,0.722282,0.858765,0.272319
occupancy,6,4,zone_ridge,512,336,2.92139,0.701472,3.01964,-1.42053
occupancy,6,4,zone_ridge,513,336,9.2424,0.963714,9.43934,-1.59963
occupancy,6,4,zone_ridge,516,336,4.27623,0.978701,4.13507,1.79455
occupancy,6,4,zone_ridge,519,336,7.74285,0.436879,7.86337,0.732989
occupancy,6,4,zone_ridge,520,336,5.62477,1.16699,6.03276,-0.60867
occupancy,6,4,zone_ridge,522,336,5.56171,0.800564,5.38368,0.949014
occupancy,6,4,zone_ridge,525,336,3.34196,0.783925,3.31038,0.275374
occupancy,6,4,zone_ridge,526,336,9.40928,0.786154,9.75867,-4.79619
occupancy,6,4,zone_ridge,527,336,3.50829,0.62084,3.51573,-0.0747614
occupancy,6,4,zone_ridge,528,336,0.988964,0.591351,0.989652,0.267323
occupancy,6,4,zone_ridge,529,336,2.37494,0.7608,2.46271,-0.66398
occupancy,6,4,zone_ridge,552,336,2.71554,0.697277,2.64093,0.331509
occupancy,6,4,zone_ridge,553,336,1.05666,0.78195,1.1472,-0.309786
occupancy,6,4,zone_ridge,558,336,2.77917,0.621212,2.77853,-1.70079
occupancy,6,4,zone_ridge,559,336,3.40226,0.825462,4.18094,0.982146
occupancy,6,4,zone_ridge,568,336,2.58227,0.864046,3.01932,0.139474
occupancy,6,4,zone_ridge,570,336,3.28109,1.07895,2.83445,1.84411
occupancy,6,4,zone_ridge,575,336,2.85907,1.01474,3.04393,-0.272924
occupancy,6,4,zone_ridge,576,336,4.71541,0.873789,4.88715,0.757407
occupancy,6,4,zone_ridge,577,336,1.35096,0.780824,1.47494,-0.450077
occupancy,6,4,zone_ridge,578,336,0.618074,0.853149,0.635441,-0.0313509
occupancy,6,4,zone_ridge,580,336,0.946754,0.859792,0.980883,0.138141
occupancy,6,4,zone_ridge,582,336,1.63386,0.863042,1.68908,-1.0798
occupancy,6,4,zone_ridge,584,336,2.30775,0.850613,2.22729,0.930088
occupancy,6,4,zone_ridge,585,336,0.901054,0.825342,0.88727,0.334454
occupancy,6,4,zone_ridge,587,336,4.52235,0.705927,4.45512,1.40025
occupancy,6,4,zone_ridge,588,336,4.94816,0.720014,4.929,0.231234
occupancy,6,4,zone_ridge,589,336,3.20066,0.756687,3.23827,-0.290433
occupancy,6,4,zone_ridge,592,336,6.73466,1.21102,7.01054,-0.125245
occupancy,6,4,zone_ridge,594,336,1.48501,0.705408,1.51717,-0.0784928
occupancy,6,4,zone_ridge,595,336,14.376,1.78448,13.5695,10.5702
occupancy,6,4,zone_ridge,596,336,3.12794,0.49441,3.28762,0.212439
occupancy,6,4,zone_ridge,598,336,0.864543,0.644994,0.881869,-0.0904801
occupancy,6,4,zone_ridge,601,336,1.33395,0.681166,1.27985,0.66193
occupancy,6,4,zone_ridge,628,336,0.878404,0.873998,0.862222,0.2925
occupancy,6,4,zone_ridge,631,336,1.32872,0.717392,1.31694,0.423913
occupancy,6,4,zone_ridge,632,336,2.33978,0.965366,2.40046,-0.828566
occupancy,6,4,zone_ridge,633,336,8.16379,1.032,8.18716,0.837048
occupancy,6,4,zone_ridge,637,336,1.12955,0.680614,1.10285,0.711246
occupancy,6,4,zone_ridge,638,336,2.20633,0.721385,2.76053,-0.433884
occupancy,6,4,zone_ridge,643,336,1.63137,0.744512,1.63455,0.174422
occupancy,6,4,zone_ridge,644,336,1.90064,0.665996,2.04048,-0.776175
occupancy,6,4,zone_ridge,647,336,2.33515,0.723067,3.19972,-1.1118
occupancy,6,4,zone_ridge,651,336,0.328629,0.237725,0.328629,-0.328629
occupancy,6,4,zone_ridge,655,336,1.0111,0.640222,1.08307,0.165856
occupancy,6,4,zone_ridge,656,336,1.63462,0.757142,1.73855,-0.823108
occupancy,6,4,zone_ridge,659,336,1.63439,1.0613,1.83387,-0.104779
occupancy,6,4,zone_ridge,681,336,1.08847,0.697819,1.10584,-0.119525
occupancy,6,4,zone_ridge,682,336,5.02719,1.02937,4.78101,2.77432
occupancy,6,4,zone_ridge,686,336,2.42038,0.952156,2.34948,1.96219
occupancy,6,4,zone_ridge,687,336,0.780301,0.755179,0.810035,-0.181099
occupancy,6,4,zone_ridge,690,336,7.76997,1.14399,7.84083,1.29245
occupancy,6,4,zone_ridge,691,336,3.49448,0.913526,3.59322,-0.674719
occupancy,6,4,zone_ridge,693,336,2.53869,0.807949,2.67908,-1.17905
occupancy,6,4,zone_ridge,698,336,0.936616,0.728153,0.924484,0.0923486
occupancy,6,4,zone_ridge,699,336,2.16087,0.756025,2.12425,0.231059
occupancy,6,4,zone_ridge,700,336,3.82072,0.924878,3.85165,-0.94357
occupancy,6,4,zone_ridge,701,336,0.899405,0.725374,0.857704,-0.047273
occupancy,6,4,zone_ridge,703,336,9.57734,0.885215,9.27244,2.27588
occupancy,6,4,zone_ridge,704,336,7.3559,0.86342,7.39904,-1.53292
occupancy,6,4,zone_ridge,705,336,1.9466,0.763452,1.97542,-0.12051
occupancy,6,4,zone_ridge,706,336,1.79332,0.785766,1.8338,-1.21443
occupancy,6,4,zone_ridge,708,336,3.50124,1.17365,3.60176,0.752343
occupancy,6,4,zone_ridge,709,336,2.55278,1.03728,2.62602,-1.17337
occupancy,6,4,zone_ridge,710,336,1.88703,0.60372,1.86024,0.576004
occupancy,6,4,zone_ridge,711,336,1.46248,0.841193,1.49789,-0.721985
occupancy,6,4,zone_ridge,712,336,2.38596,0.818328,2.31247,0.545608
occupancy,6,4,zone_ridge,715,336,1.81152,0.828252,1.79884,0.676354
occupancy,6,4,zone_ridge,716,336,8.1097,1.04091,8.24867,-1.00353
occupancy,6,4,zone_ridge,718,336,0.775498,0.975437,0.816466,-0.29874
occupancy,6,4,zone_ridge,719,336,0.854498,0.690091,0.78228,0.284304
occupancy,6,4,zone_ridge,724,336,4.08799,0.870607,4.02943,1.62305
occupancy,6,4,zone_ridge,728,336,1.38035,0.788166,1.39529,0.0811119
occupancy,6,4,zone_ridge,729,336,2.0905,0.876738,2.06718,1.08153
occupancy,6,4,zone_ridge,731,336,2.84535,0.779793,3.10975,-1.28736
occupancy,6,4,zone_ridge,732,336,0.645872,0.927214,0.663106,0.221601
occupancy,6,4,zone_ridge,733,336,11.5,1.02969,10.4985,4.08277
occupancy,6,4,zone_ridge,737,336,1.61984,0.89024,1.62698,0.136156
occupancy,6,4,zone_ridge,741,336,1.82424,0.768102,1.8292,-0.134121
occupancy,6,4,zone_ridge,744,336,2.52921,0.603263,2.60194,-2.0317
occupancy,6,4,zone_ridge,745,336,1.3253,0.709112,1.28169,0.397585
occupancy,6,4,zone_ridge,746,336,6.0638,0.939839,5.96575,0.441169
occupancy,6,4,zone_ridge,751,336,2.89496,0.623806,2.80907,0.661114
occupancy,6,4,zone_ridge,771,336,2.403,0.932864,2.3659,0.257978
occupancy,6,4,zone_ridge,773,336,2.49813,0.783563,2.45305,0.73069
occupancy,6,4,zone_ridge,775,336,4.55224,1.09183,4.33078,0.983885
occupancy,6,4,zone_ridge,777,336,11.5149,0.809649,14.1315,1.58446
occupancy,6,4,zone_ridge,781,336,2.06609,0.771574,1.97957,0.870978
occupancy,6,4,zone_ridge,783,336,0.805368,0.705765,0.823124,0.0265796
occupancy,6,4,zone_ridge,790,336,0.999943,0.490252,1.01677,-0.819992
occupancy,6,4,zone_ridge,792,336,0.720005,0.615905,0.723011,0.0528902
occupancy,6,4,zone_ridge,795,336,5.96246,0.820735,5.92796,-0.257008
occupancy,6,4,zone_ridge,799,336,4.25485,0.805139,4.20882,-0.051106
occupancy,6,4,zone_ridge,802,336,3.53992,0.878707,3.61507,-0.519934
occupancy,6,4,zone_ridge,804,336,1.65419,0.940914,1.66327,0.132783
occupancy,6,4,zone_ridge,805,336,1.74742,0.955942,1.92254,0.204064
occupancy,6,4,zone_ridge,809,336,7.82774,1.12067,7.71619,0.215195
occupancy,6,4,zone_ridge,832,336,2.52276,0.753334,2.45287,1.2449
occupancy,6,4,zone_ridge,842,336,6.34998,1.03884,6.26312,2.94716
occupancy,6,4,zone_ridge,844,336,8.68145,1.33031,8.63651,2.28468
occupancy,6,4,zone_ridge,848,336,1.6182,1.08856,1.82842,-0.0961769
occupancy,6,4,zone_ridge,849,336,3.09654,0.771866,3.04662,0.224991
occupancy,6,4,zone_ridge,851,336,11.3527,1.04312,11.9691,-2.74652
occupancy,6,4,zone_ridge,852,336,0.80273,0.675219,0.888318,0.079944
occupancy,6,4,zone_ridge,855,336,5.92226,0.762939,6.07751,-1.87108
occupancy,6,4,zone_ridge,858,336,3.80896,0.478128,3.90587,-0.103544
