target,horizon,fold,family,hour_of_day,n,mae,mase
volume,6,2,seasonal_naive_daily,18,3850,84.9401,1.01815
volume,6,2,seasonal_naive_daily,19,3850,66.3653,0.93501
volume,6,2,seasonal_naive_daily,20,3850,60.8599,0.932103
volume,6,2,seasonal_naive_daily,21,3850,58.9524,0.916259
volume,6,2,seasonal_naive_daily,22,3850,57.9007,0.915055
volume,6,2,seasonal_naive_daily,23,3850,56.832,0.930754
volume,6,2,seasonal_naive_weekly,0,3850,87.4279,1.07204
volume,6,2,seasonal_naive_weekly,1,3850,94.0404,1.09084
volume,6,2,seasonal_naive_weekly,2,3850,93.4034,1.08584
volume,6,2,seasonal_naive_weekly,3,3850,95.3958,1.08635
volume,6,2,seasonal_naive_weekly,4,3850,93.7282,1.08378
volume,6,2,seasonal_naive_weekly,5,3850,91.4937,1.08226
volume,6,2,seasonal_naive_weekly,6,3850,92.9773,1.07869
volume,6,2,seasonal_naive_weekly,7,3850,85.474,1.01749
volume,6,2,seasonal_naive_weekly,8,3850,76.2985,0.98397
volume,6,2,seasonal_naive_weekly,9,3850,70.6942,1.01856
volume,6,2,seasonal_naive_weekly,10,3850,81.5862,1.24478
volume,6,2,seasonal_naive_weekly,11,3850,75.5893,1.14688
volume,6,2,seasonal_naive_weekly,12,3850,112.164,1.26653
volume,6,2,seasonal_naive_weekly,13,3850,105.911,1.25287
volume,6,2,seasonal_naive_weekly,14,3850,86.1907,1.02453
volume,6,2,seasonal_naive_weekly,15,3850,88.9661,1.04365
volume,6,2,seasonal_naive_weekly,16,3850,90.7728,1.04187
volume,6,2,seasonal_naive_weekly,17,3850,90.6322,1.03476
volume,6,2,seasonal_naive_weekly,18,3850,91.4004,1.02658
volume,6,2,seasonal_naive_weekly,19,3850,78.1702,1.01788
volume,6,2,seasonal_naive_weekly,20,3850,67.951,1.01988
volume,6,2,seasonal_naive_weekly,21,3850,65.5303,1.01258
volume,6,2,seasonal_naive_weekly,22,3850,74.5489,1.0375
volume,6,2,seasonal_naive_weekly,23,3850,70.4301,1.05494
volume,6,2,autoregressive,0,3850,69.2144,0.813615
volume,6,2,autoregressive,1,3850,67.8964,0.760455
volume,6,2,autoregressive,2,3850,67.5125,0.706967
volume,6,2,autoregressive,3,3850,68.1481,0.660273
volume,6,2,autoregressive,4,3850,64.3033,0.624693
volume,6,2,autoregressive,5,3850,62.0913,0.619133
volume,6,2,autoregressive,6,3850,61.1604,0.608099
volume,6,2,autoregressive,7,3850,58.4133,0.627138
volume,6,2,autoregressive,8,3850,59.1994,0.7812
volume,6,2,autoregressive,9,3850,62.2111,0.922405
volume,6,2,autoregressive,10,3850,67.9553,1.07658
volume,6,2,autoregressive,11,3850,69.1592,1.02964
volume,6,2,autoregressive,12,3850,87.8106,1.09459
volume,6,2,autoregressive,13,3850,83.2152,1.01016
volume,6,2,autoregressive,14,3850,69.7783,0.788534
volume,6,2,autoregressive,15,3850,69.9398,0.784496
volume,6,2,autoregressive,16,3850,73.0951,0.838182
volume,6,2,autoregressive,17,3850,74.9089,0.79298
volume,6,2,autoregressive,18,3850,71.8033,0.821182
volume,6,2,autoregressive,19,3850,60.9017,0.824927
volume,6,2,autoregressive,20,3850,58.4324,0.822957
volume,6,2,autoregressive,21,3850,55.572,0.816673
volume,6,2,autoregressive,22,3850,54.7965,0.823453
volume,6,2,autoregressive,23,3850,55.7548,0.816822
volume,6,2,zone_ridge,0,3850,87.0444,0.863727
volume,6,2,zone_ridge,1,3850,97.9064,0.815489
volume,6,2,zone_ridge,2,3850,71.292,0.739926
volume,6,2,zone_ridge,3,3850,80.5854,0.726786
volume,6,2,zone_ridge,4,3850,79.5391,0.715533
volume,6,2,zone_ridge,5,3850,77.5683,0.757278
volume,6,2,zone_ridge,6,3850,85.5623,0.826248
volume,6,2,zone_ridge,7,3850,89.2379,0.75849
volume,6,2,zone_ridge,8,3850,71.955,0.776327
volume,6,2,zone_ridge,9,3850,79.3809,0.935697
volume,6,2,zone_ridge,10,3850,89.9539,1.0732
volume,6,2,zone_ridge,11,3850,78.5137,0.995227
volume,6,2,zone_ridge,12,3850,96.8136,1.06872
volume,6,2,zone_ridge,13,3850,93.1098,1.01912
volume,6,2,zone_ridge,14,3850,74.9508,0.83451
volume,6,2,zone_ridge,15,3850,74.0863,0.808827
volume,6,2,zone_ridge,16,3850,76.6795,0.85743
volume,6,2,zone_ridge,17,3850,77.2553,0.83912
volume,6,2,zone_ridge,18,3850,73.7229,0.836529
volume,6,2,zone_ridge,19,3850,73.0719,0.852895
volume,6,2,zone_ridge,20,3850,60.2926,0.855081
volume,6,2,zone_ridge,21,3850,57.8915,0.855512
volume,6,2,zone_ridge,22,3850,66.097,0.867898
volume,6,2,zone_ridge,23,3850,70.044,0.880239
volume,6,2,zone_gbm,0,3850,72.1377,0.816721
volume,6,2,zone_gbm,1,3850,72.1976,0.789835
volume,6,2,zone_gbm,2,3850,70.2559,0.765944
volume,6,2,zone_gbm,3,3850,73.0089,0.73127
volume,6,2,zone_gbm,4,3850,69.2097,0.685338
volume,6,2,zone_gbm,5,3850,67.9954,0.658995
volume,6,2,zone_gbm,6,3850,67.1494,0.622877
volume,6,2,zone_gbm,7,3850,67.5315,0.643492
volume,6,2,zone_gbm,8,3850,58.9043,0.717904
volume,6,2,zone_gbm,9,3850,55.5432,0.810309
volume,6,2,zone_gbm,10,3850,60.985,0.952071
volume,6,2,zone_gbm,11,3850,59.3905,0.915272
volume,6,2,zone_gbm,12,3850,78.4028,0.975914
volume,6,2,zone_gbm,13,3850,78.1814,0.963081
volume,6,2,zone_gbm,14,3850,64.6671,0.806732
volume,6,2,zone_gbm,15,3850,66.2226,0.814683
volume,6,2,zone_gbm,16,3850,69.6657,0.82653
volume,6,2,zone_gbm,17,3850,73.565,0.816082
volume,6,2,zone_gbm,18,3850,74.2078,0.823339
volume,6,2,zone_gbm,19,3850,62.7592,0.825388
volume,6,2,zone_gbm,20,3850,55.9635,0.826003
volume,6,2,zone_gbm,21,3850,51.2974,0.817842
volume,6,2,zone_gbm,22,3850,58.5364,0.833183
volume,6,2,zone_gbm,23,3850,59.1725,0.838583
volume,6,2,global_ridge,0,3850,229.005,8.13077
volume,6,2,global_ridge,1,3850,226.073,7.66737
volume,6,2,global_ridge,2,3850,174.994,6.74931
volume,6,2,global_ridge,3,3850,170.95,5.93959
volume,6,2,global_ridge,4,3850,156.682,4.79734
volume,6,2,global_ridge,5,3850,143.257,3.58294
volume,6,2,global_ridge,6,3850,132.118,2.5842
volume,6,2,global_ridge,7,3850,119.835,1.69035
volume,6,2,global_ridge,8,3850,100.96,1.32422
volume,6,2,global_ridge,9,3850,88.5877,1.61104
volume,6,2,global_ridge,10,3850,113.694,1.84864
volume,6,2,global_ridge,11,3850,123.576,1.92468
volume,6,2,global_ridge,12,3850,98.6208,1.93929
volume,6,2,global_ridge,13,3850,107.059,2.01354
volume,6,2,global_ridge,14,3850,104.058,1.94359
volume,6,2,global_ridge,15,3850,99.2953,1.83138
volume,6,2,global_ridge,16,3850,97.2675,1.79068
volume,6,2,global_ridge,17,3850,108.581,1.77185
volume,6,2,global_ridge,18,3850,115.925,1.72045
volume,6,2,global_ridge,19,3850,116.014,1.73248
volume,6,2,global_ridge,20,3850,110.776,1.8157
volume,6,2,global_ridge,21,3850,113.286,1.91314
volume,6,2,global_ridge,22,3850,119.201,2.07825
volume,6,2,global_ridge,23,3850,118.98,2.12522
volume,6,2,global_gbm,0,3850,69.3837,1.01991
volume,6,2,global_gbm,1,3850,74.4042,0.947394
volume,6,2,global_gbm,2,3850,72.8378,0.913765
volume,6,2,global_gbm,3,3850,74.3268,0.895354
volume,6,2,global_gbm,4,3850,73.7749,0.871021
volume,6,2,global_gbm,5,3850,69.6169,0.832459
volume,6,2,global_gbm,6,3850,67.7054,0.795278
volume,6,2,global_gbm,7,3850,63.2664,0.751842
volume,6,2,global_gbm,8,3850,58.1091,0.851297
volume,6,2,global_gbm,9,3850,60.3884,1.07691
volume,6,2,global_gbm,10,3850,66.6851,1.24338
volume,6,2,global_gbm,11,3850,66.0999,1.20301
volume,6,2,global_gbm,12,3850,80.8376,1.23336
volume,6,2,global_gbm,13,3850,79.1344,1.13169
volume,6,2,global_gbm,14,3850,67.2476,0.922792
volume,6,2,global_gbm,15,3850,67.7215,0.901624
volume,6,2,global_gbm,16,3850,70.6156,0.958623
volume,6,2,global_gbm,17,3850,69.8078,0.932819
volume,6,2,global_gbm,18,3850,68.7594,0.868945
volume,6,2,global_gbm,19,3850,57.8776,0.871507
volume,6,2,global_gbm,20,3850,52.9047,0.947721
volume,6,2,global_gbm,21,3850,51.6498,0.985435
volume,6,2,global_gbm,22,3850,58.8939,1.05589
volume,6,2,global_gbm,23,3850,60.5568,1.05328
volume,6,3,last_observation,0,3850,177.639,1.13676
volume,6,3,last_observation,1,3850,181.081,0.929748
volume,6,3,last_observation,2,3850,150.596,0.733943
volume,6,3,last_observation,3,3850,141.121,0.609912
volume,6,3,last_observation,4,3850,142.318,0.516301
volume,6,3,last_observation,5,3850,132.736,0.420945
volume,6,3,last_observation,6,3850,107.334,0.350905
volume,6,3,last_observation,7,3850,92.0067,0.415082
volume,6,3,last_observation,8,3850,87.2726,0.763324
volume,6,3,last_observation,9,3850,130.142,1.11273
volume,6,3,last_observation,10,3850,147.05,1.29513
volume,6,3,last_observation,11,3850,154.805,1.37724
volume,6,3,last_observation,12,3850,146.146,1.35411
volume,6,3,last_observation,13,3850,170.054,1.27438
volume,6,3,last_observation,14,3850,115.539,0.965999
volume,6,3,last_observation,15,3850,84.3872,0.81763
volume,6,3,last_observation,16,3850,86.1687,0.762321
volume,6,3,last_observation,17,3850,91.5448,0.782704
volume,6,3,last_observation,18,3850,86.936,0.89799
volume,6,3,last_observation,19,3850,98.4066,1.04383
volume,6,3,last_observation,20,3850,91.7841,1.1468
volume,6,3,last_observation,21,3850,101.359,1.23838
volume,6,3,last_observation,22,3850,106.803,1.28081
volume,6,3,last_observation,23,3850,110.39,1.24679
volume,6,3,seasonal_naive_daily,0,3850,72.3118,0.804519
volume,6,3,seasonal_naive_daily,1,3850,62.8911,0.788275
volume,6,3,seasonal_naive_daily,2,3850,65.4178,0.79399
volume,6,3,seasonal_naive_daily,3,3850,63.007,0.783591
volume,6,3,seasonal_naive_daily,4,3850,58.4315,0.776748
volume,6,3,seasonal_naive_daily,5,3850,58.4884,0.775878
volume,6,3,seasonal_naive_daily,6,3850,54.7457,0.77031
volume,6,3,seasonal_naive_daily,7,3850,53.4443,0.763964
volume,6,3,seasonal_naive_daily,8,3850,59.3091,0.827184
volume,6,3,seasonal_naive_daily,9,3850,57.304,0.922226
volume,6,3,seasonal_naive_daily,10,3850,54.9959,0.916885
volume,6,3,seasonal_naive_daily,11,3850,56.8166,0.915768
volume,6,3,seasonal_naive_daily,12,3850,71.806,0.925341
volume,6,3,seasonal_naive_daily,13,3850,62.0816,0.910344
volume,6,3,seasonal_naive_daily,14,3850,64.5514,0.907455
volume,6,3,seasonal_naive_daily,15,3850,63.5572,0.902473
volume,6,3,seasonal_naive_daily,16,3850,69.3755,0.905681
volume,6,3,seasonal_naive_daily,17,3850,74.4946,0.889354
volume,6,3,seasonal_naive_daily,18,3850,72.5397,0.826974
volume,6,3,seasonal_naive_daily,19,3850,56.8934,0.782425
volume,6,3,seasonal_naive_daily,20,3850,51.2454,0.772854
volume,6,3,seasonal_naive_daily,21,3850,49.898,0.771402
volume,6,3,seasonal_naive_daily,22,3850,51.1651,0.773955
volume,6,3,seasonal_naive_daily,23,3850,49.3095,0.776311
volume,6,3,seasonal_naive_weekly,0,3850,95.9901,1.10864
volume,6,3,seasonal_naive_weekly,1,3850,95.847,1.12085
volume,6,3,seasonal_naive_weekly,2,3850,95.8311,1.13113
volume,6,3,seasonal_naive_weekly,3,3850,98.5783,1.1343
volume,6,3,seasonal_naive_weekly,4,3850,100.944,1.13316
volume,6,3,seasonal_naive_weekly,5,3850,90.0181,1.10881
volume,6,3,seasonal_naive_weekly,6,3850,85.4726,1.08727
volume,6,3,seasonal_naive_weekly,7,3850,79.7756,1.01892
volume,6,3,seasonal_naive_weekly,8,3850,70.9631,1.0108
volume,6,3,seasonal_naive_weekly,9,3850,66.2561,1.0709
volume,6,3,seasonal_naive_weekly,10,3850,64.0983,1.07123
volume,6,3,seasonal_naive_weekly,11,3850,66.0614,1.08989
volume,6,3,seasonal_naive_weekly,12,3850,79.4252,1.11692
volume,6,3,seasonal_naive_weekly,13,3850,77.0645,1.12289
volume,6,3,seasonal_naive_weekly,14,3850,76.8359,1.1113
volume,6,3,seasonal_naive_weekly,15,3850,77.0007,1.09851
volume,6,3,seasonal_naive_weekly,16,3850,79.0777,1.10081
volume,6,3,seasonal_naive_weekly,17,3850,83.2258,1.09508
volume,6,3,seasonal_naive_weekly,18,3850,78.881,1.04923
volume,6,3,seasonal_naive_weekly,19,3850,68.8329,1.01284
volume,6,3,seasonal_naive_weekly,20,3850,68.094,1.00687
volume,6,3,seasonal_naive_weekly,21,3850,65.6668,1.00748
volume,6,3,seasonal_naive_weekly,22,3850,63.1398,1.01254
volume,6,3,seasonal_naive_weekly,23,3850,63.2944,1.01753
volume,6,3,autoregressive,0,3850,68.8033,0.675269
volume,6,3,autoregressive,1,3850,60.3111,0.632612
volume,6,3,autoregressive,2,3850,62.1577,0.60064
volume,6,3,autoregressive,3,3850,59.4461,0.566171
volume,6,3,autoregressive,4,3850,55.0912,0.535726
volume,6,3,autoregressive,5,3850,55.6611,0.532575
volume,6,3,autoregressive,6,3850,51.6401,0.538932
volume,6,3,autoregressive,7,3850,52.6892,0.554375
volume,6,3,autoregressive,8,3850,55.2231,0.62264
volume,6,3,autoregressive,9,3850,52.5332,0.725873
volume,6,3,autoregressive,10,3850,51.6427,0.764763
volume,6,3,autoregressive,11,3850,55.6766,0.786875
volume,6,3,autoregressive,12,3850,65.0378,0.802991
volume,6,3,autoregressive,13,3850,58.5624,0.772873
volume,6,3,autoregressive,14,3850,59.8173,0.718874
volume,6,3,autoregressive,15,3850,57.0325,0.702513
volume,6,3,autoregressive,16,3850,62.2174,0.698208
volume,6,3,autoregressive,17,3850,66.6462,0.694065
volume,6,3,autoregressive,18,3850,66.0987,0.690767
volume,6,3,autoregressive,19,3850,58.2187,0.712895
volume,6,3,autoregressive,20,3850,51.5419,0.715509
volume,6,3,autoregressive,21,3850,51.3015,0.716565
volume,6,3,autoregressive,22,3850,51.1938,0.723798
volume,6,3,autoregressive,23,3850,52.0392,0.711662
volume,6,3,zone_ridge,0,3850,90.1929,0.847252
volume,6,3,zone_ridge,1,3850,83.7344,0.820977
volume,6,3,zone_ridge,2,3850,82.6784,0.811004
volume,6,3,zone_ridge,3,3850,88.0526,0.767287
volume,6,3,zone_ridge,4,3850,84.2923,0.701866
volume,6,3,zone_ridge,5,3850,66.2167,0.635298
volume,6,3,zone_ridge,6,3850,70.2321,0.648479
volume,6,3,zone_ridge,7,3850,82.178,0.661264
volume,6,3,zone_ridge,8,3850,63.8987,0.616478
volume,6,3,zone_ridge,9,3850,67.6928,0.709923
volume,6,3,zone_ridge,10,3850,71.9432,0.760651
volume,6,3,zone_ridge,11,3850,62.7397,0.793162
volume,6,3,zone_ridge,12,3850,80.4349,0.863551
volume,6,3,zone_ridge,13,3850,66.6499,0.836299
volume,6,3,zone_ridge,14,3850,64.8925,0.808287
volume,6,3,zone_ridge,15,3850,64.4201,0.771011
volume,6,3,zone_ridge,16,3850,62.9548,0.729485
volume,6,3,zone_ridge,17,3850,66.4897,0.718596
volume,6,3,zone_ridge,18,3850,70.0103,0.730055
volume,6,3,zone_ridge,19,3850,76.1611,0.775189
volume,6,3,zone_ridge,20,3850,58.9882,0.768013
volume,6,3,zone_ridge,21,3850,60.9238,0.785549
volume,6,3,zone_ridge,22,3850,65.6935,0.821766
volume,6,3,zone_ridge,23,3850,66.8565,0.841025
volume,6,3,zone_gbm,0,3850,80.8176,0.854456
volume,6,3,zone_gbm,1,3850,80.0279,0.81988
volume,6,3,zone_gbm,2,3850,76.3279,0.790553
volume,6,3,zone_gbm,3,3850,73.6495,0.750075
volume,6,3,zone_gbm,4,3850,76.0861,0.700421
volume,6,3,zone_gbm,5,3850,68.5995,0.647257
volume,6,3,zone_gbm,6,3850,62.5566,0.625084
volume,6,3,zone_gbm,7,3850,58.395,0.58121
volume,6,3,zone_gbm,8,3850,54.2602,0.680678
volume,6,3,zone_gbm,9,3850,50.8297,0.782288
volume,6,3,zone_gbm,10,3850,51.7365,0.807102
volume,6,3,zone_gbm,11,3850,55.3832,0.82469
volume,6,3,zone_gbm,12,3850,65.725,0.847462
volume,6,3,zone_gbm,13,3850,59.5559,0.84425
volume,6,3,zone_gbm,14,3850,64.9204,0.85001
volume,6,3,zone_gbm,15,3850,60.5272,0.83212
volume,6,3,zone_gbm,16,3850,63.6081,0.800231
volume,6,3,zone_gbm,17,3850,64.1834,0.763831
volume,6,3,zone_gbm,18,3850,65.2269,0.77975
volume,6,3,zone_gbm,19,3850,56.8026,0.762427
volume,6,3,zone_gbm,20,3850,51.644,0.773882
volume,6,3,zone_gbm,21,3850,55.8327,0.804742
volume,6,3,zone_gbm,22,3850,57.6128,0.825041
volume,6,3,zone_gbm,23,3850,55.8956,0.812873
volume,6,3,global_ridge,0,3850,205.432,8.1627
volume,6,3,global_ridge,1,3850,199.928,7.66013
volume,6,3,global_ridge,2,3850,162.325,6.67196
volume,6,3,global_ridge,3,3850,159.375,5.85951
volume,6,3,global_ridge,4,3850,140.272,4.64258
volume,6,3,global_ridge,5,3850,125.393,3.46132
volume,6,3,global_ridge,6,3850,111.945,2.38036
volume,6,3,global_ridge,7,3850,114.436,1.46407
volume,6,3,global_ridge,8,3850,88.3838,1.17501
volume,6,3,global_ridge,9,3850,76.6752,1.48505
volume,6,3,global_ridge,10,3850,94.9945,1.64531
volume,6,3,global_ridge,11,3850,103.138,1.72279
volume,6,3,global_ridge,12,3850,78.9394,1.73952
volume,6,3,global_ridge,13,3850,83.7504,1.82607
volume,6,3,global_ridge,14,3850,94.1572,1.75402
volume,6,3,global_ridge,15,3850,87.235,1.66032
volume,6,3,global_ridge,16,3850,82.3627,1.60585
volume,6,3,global_ridge,17,3850,92.6331,1.57448
volume,6,3,global_ridge,18,3850,98.8303,1.60306
volume,6,3,global_ridge,19,3850,105.518,1.6314
volume,6,3,global_ridge,20,3850,105.979,1.64219
volume,6,3,global_ridge,21,3850,109.618,1.69655
volume,6,3,global_ridge,22,3850,113.772,1.77941
volume,6,3,global_ridge,23,3850,110.237,1.89322
volume,6,3,global_gbm,0,3850,69.8747,0.867378
volume,6,3,global_gbm,1,3850,65.5728,0.830098
volume,6,3,global_gbm,2,3850,64.7869,0.806367
volume,6,3,global_gbm,3,3850,65.4206,0.776972
volume,6,3,global_gbm,4,3850,69.7849,0.742505
volume,6,3,global_gbm,5,3850,62.9526,0.686911
volume,6,3,global_gbm,6,3850,57.3184,0.660495
volume,6,3,global_gbm,7,3850,55.1763,0.643702
volume,6,3,global_gbm,8,3850,51.3163,0.68962
volume,6,3,global_gbm,9,3850,51.4754,0.82801
volume,6,3,global_gbm,10,3850,48.7471,0.86176
volume,6,3,global_gbm,11,3850,51.1174,0.881902
volume,6,3,global_gbm,12,3850,60.9843,0.887332
volume,6,3,global_gbm,13,3850,54.4146,0.839464
volume,6,3,global_gbm,14,3850,53.9388,0.788009
volume,6,3,global_gbm,15,3850,53.1573,0.739443
volume,6,3,global_gbm,16,3850,56.9242,0.761003
volume,6,3,global_gbm,17,3850,58.1956,0.762093
volume,6,3,global_gbm,18,3850,62.4256,0.762439
volume,6,3,global_gbm,19,3850,53.0156,0.757878
volume,6,3,global_gbm,20,3850,46.6499,0.788314
volume,6,3,global_gbm,21,3850,50.3473,0.830065
volume,6,3,global_gbm,22,3850,52.7636,0.894761
volume,6,3,global_gbm,23,3850,55.1134,0.883071
volume,6,4,last_observation,0,3850,205.313,1.83655
volume,6,4,last_observation,1,3850,200.517,1.53012
volume,6,4,last_observation,2,3850,155.141,1.20096
volume,6,4,last_observation,3,3850,142.68,0.947932
volume,6,4,last_observation,4,3850,131.593,0.73396
volume,6,4,last_observation,5,3850,119.646,0.555687
volume,6,4,last_observation,6,3850,105.011,0.4369
volume,6,4,last_observation,7,3850,83.5011,0.606136
volume,6,4,last_observation,8,3850,113.21,1.26074
volume,6,4,last_observation,9,3850,158.754,1.7775
volume,6,4,last_observation,10,3850,176.861,2.0411
volume,6,4,last_observation,11,3850,180.319,2.1095
volume,6,4,last_observation,12,3850,165.576,2.02338
volume,6,4,last_observation,13,3850,167.485,1.79108
volume,6,4,last_observation,14,3850,101.757,1.25413
volume,6,4,last_observation,15,3850,80.415,0.995155
volume,6,4,last_observation,16,3850,84.9219,0.886181
volume,6,4,last_observation,17,3850,88.5366,0.879205
volume,6,4,last_observation,18,3850,79.6532,0.996822
volume,6,4,last_observation,19,3850,90.9517,1.23456
volume,6,4,last_observation,20,3850,97.5596,1.45758
volume,6,4,last_observation,21,3850,113.172,1.6779
volume,6,4,last_observation,22,3850,109.663,1.7921
volume,6,4,last_observation,23,3850,114.732,1.85203
volume,6,4,seasonal_naive_daily,0,3850,61.9255,0.958537
volume,6,4,seasonal_naive_daily,1,3850,67.1422,0.958617
volume,6,4,seasonal_naive_daily,2,3850,68.775,0.957005
volume,6,4,seasonal_naive_daily,3,3850,60.7297,0.947141
volume,6,4,seasonal_naive_daily,4,3850,59.3092,0.94409
volume,6,4,seasonal_naive_daily,5,3850,59.5866,0.939196
volume,6,4,seasonal_naive_daily,6,3850,56.6591,0.931056
volume,6,4,seasonal_naive_daily,7,3850,61.8391,0.937924
volume,6,4,seasonal_naive_daily,8,3850,64.5115,0.990039
volume,6,4,seasonal_naive_daily,9,3850,60.43,1.06997
volume,6,4,seasonal_naive_daily,10,3850,58.0044,1.07663
volume,6,4,seasonal_naive_daily,11,3850,60.1378,1.05028
volume,6,4,seasonal_naive_daily,12,3850,65.7974,1.05116
volume,6,4,seasonal_naive_daily,13,3850,59.4105,1.01843
volume,6,4,seasonal_naive_daily,14,3850,63.6454,0.997776
volume,6,4,seasonal_naive_daily,15,3850,62.4434,0.987892
volume,6,4,seasonal_naive_daily,16,3850,61.5409,0.966863
volume,6,4,seasonal_naive_daily,17,3850,65.2067,0.976483
volume,6,4,seasonal_naive_daily,18,3850,59.9445,0.936832
volume,6,4,seasonal_naive_daily,19,3850,55.0047,0.927831
volume,6,4,seasonal_naive_daily,20,3850,53.3167,0.912765
volume,6,4,seasonal_naive_daily,21,3850,54.1324,0.913411
volume,6,4,seasonal_naive_daily,22,3850,51.5147,0.923197
volume,6,4,seasonal_naive_daily,23,3850,54.5547,0.93675
volume,6,4,seasonal_naive_weekly,0,3850,97.9004,1.13198
volume,6,4,seasonal_naive_weekly,1,3850,96.8985,1.13243
volume,6,4,seasonal_naive_weekly,2,3850,101.282,1.1401
volume,6,4,seasonal_naive_weekly,3,3850,98.9815,1.13006
volume,6,4,seasonal_naive_weekly,4,3850,96.8706,1.12298
volume,6,4,seasonal_naive_weekly,5,3850,100.89,1.12454
volume,6,4,seasonal_naive_weekly,6,3850,94.1978,1.11124
volume,6,4,seasonal_naive_weekly,7,3850,93.837,1.06543
volume,6,4,seasonal_naive_weekly,8,3850,78.2594,1.03241
volume,6,4,seasonal_naive_weekly,9,3850,70.385,1.0848
volume,6,4,seasonal_naive_weekly,10,3850,66.7515,1.09693
volume,6,4,seasonal_naive_weekly,11,3850,66.0055,1.09129
volume,6,4,seasonal_naive_weekly,12,3850,76.5377,1.09987
volume,6,4,seasonal_naive_weekly,13,3850,72.7819,1.0908
volume,6,4,seasonal_naive_weekly,14,3850,73.5844,1.0948
volume,6,4,seasonal_naive_weekly,15,3850,75.0711,1.08259
volume,6,4,seasonal_naive_weekly,16,3850,75.0489,1.05492
volume,6,4,seasonal_naive_weekly,17,3850,79.7097,1.09444
volume,6,4,seasonal_naive_weekly,18,3850,81.104,1.07351
volume,6,4,seasonal_naive_weekly,19,3850,71.9543,1.05299
volume,6,4,seasonal_naive_weekly,20,3850,63.1661,1.04347
volume,6,4,seasonal_naive_weekly,21,3850,63.7392,1.0546
volume,6,4,seasonal_naive_weekly,22,3850,69.2739,1.05706
volume,6,4,seasonal_naive_weekly,23,3850,71.238,1.06991
volume,6,4,autoregressive,0,3850,62.4608,0.822976
volume,6,4,autoregressive,1,3850,62.6745,0.766549
volume,6,4,autoregressive,2,3850,64.2683,0.719946
volume,6,4,autoregressive,3,3850,58.9209,0.657326
volume,6,4,autoregressive,4,3850,56.3962,0.614363
volume,6,4,autoregressive,5,3850,54.0847,0.584491
volume,6,4,autoregressive,6,3850,51.2959,0.575288
volume,6,4,autoregressive,7,3850,56.1542,0.603548
volume,6,4,autoregressive,8,3850,59.6641,0.731958
volume,6,4,autoregressive,9,3850,58.5225,0.872457
volume,6,4,autoregressive,10,3850,57.4265,0.927706
volume,6,4,autoregressive,11,3850,60.2466,0.929961
volume,6,4,autoregressive,12,3850,61.9315,0.928594
volume,6,4,autoregressive,13,3850,58.5184,0.889762
volume,6,4,autoregressive,14,3850,59.1581,0.790203
volume,6,4,autoregressive,15,3850,55.7898,0.752203
volume,6,4,autoregressive,16,3850,55.9516,0.720653
volume,6,4,autoregressive,17,3850,60.6584,0.745668
volume,6,4,autoregressive,18,3850,57.7262,0.749464
volume,6,4,autoregressive,19,3850,55.642,0.790564
volume,6,4,autoregressive,20,3850,55.2228,0.798759
volume,6,4,autoregressive,21,3850,58.5041,0.807369
volume,6,4,autoregressive,22,3850,54.636,0.818654
volume,6,4,autoregressive,23,3850,59.2529,0.831186
volume,6,4,zone_ridge,0,3850,94.7532,0.889586
volume,6,4,zone_ridge,1,3850,94.0865,0.827724
volume,6,4,zone_ridge,2,3850,85.555,0.785628
volume,6,4,zone_ridge,3,3850,95.5265,0.769965
volume,6,4,zone_ridge,4,3850,86.6364,0.741486
volume,6,4,zone_ridge,5,3850,83.2094,0.757518
volume,6,4,zone_ridge,6,3850,86.8624,0.832733
volume,6,4,zone_ridge,7,3850,85.128,0.768417
volume,6,4,zone_ridge,8,3850,69.7884,0.73747
volume,6,4,zone_ridge,9,3850,88.9631,0.927816
volume,6,4,zone_ridge,10,3850,91.7575,1.00325
volume,6,4,zone_ridge,11,3850,79.8954,0.970312
volume,6,4,zone_ridge,12,3850,65.0155,0.919656
volume,6,4,zone_ridge,13,3850,61.0209,0.847952
volume,6,4,zone_ridge,14,3850,58.5772,0.767663
volume,6,4,zone_ridge,15,3850,58.4661,0.785566
volume,6,4,zone_ridge,16,3850,56.4495,0.816814
volume,6,4,zone_ridge,17,3850,61.2112,0.89647
volume,6,4,zone_ridge,18,3850,56.6289,0.814699
volume,6,4,zone_ridge,19,3850,61.2039,0.800575
volume,6,4,zone_ridge,20,3850,56.1237,0.81773
volume,6,4,zone_ridge,21,3850,59.2312,0.837289
volume,6,4,zone_ridge,22,3850,60.7914,0.85071
volume,6,4,zone_ridge,23,3850,64.2406,0.882489
volume,6,4,zone_gbm,0,3850,75.5166,0.841408
volume,6,4,zone_gbm,1,3850,76.8509,0.809849
volume,6,4,zone_gbm,2,3850,78.3588,0.774133
volume,6,4,zone_gbm,3,3850,79.8704,0.727259
volume,6,4,zone_gbm,4,3850,74.7634,0.666362
volume,6,4,zone_gbm,5,3850,73.5905,0.617769
volume,6,4,zone_gbm,6,3850,67.6636,0.586359
volume,6,4,zone_gbm,7,3850,69.6382,0.628172
volume,6,4,zone_gbm,8,3850,62.7703,0.686031
volume,6,4,zone_gbm,9,3850,55.9815,0.745953
volume,6,4,zone_gbm,10,3850,52.9733,0.797007
volume,6,4,zone_gbm,11,3850,53.1253,0.819079
