target,horizon,fold,family,hour_of_day,n,mae,mase
occupancy,6,2,autoregressive,3,3850,2.37302,0.668296
occupancy,6,2,autoregressive,4,3850,2.24859,0.623356
occupancy,6,2,autoregressive,5,3850,2.27771,0.612906
occupancy,6,2,autoregressive,6,3850,2.35115,0.621628
occupancy,6,2,autoregressive,7,3850,2.40329,0.627911
occupancy,6,2,autoregressive,8,3850,2.91097,0.745361
occupancy,6,2,autoregressive,9,3850,3.33415,0.857353
occupancy,6,2,autoregressive,10,3850,4.58014,1.13904
occupancy,6,2,autoregressive,11,3850,3.67836,0.987463
occupancy,6,2,autoregressive,12,3850,4.43833,1.12947
occupancy,6,2,autoregressive,13,3850,4.8268,1.19189
occupancy,6,2,autoregressive,14,3850,3.40356,0.935717
occupancy,6,2,autoregressive,15,3850,2.9497,0.798299
occupancy,6,2,autoregressive,16,3850,3.11513,0.836541
occupancy,6,2,autoregressive,17,3850,2.90566,0.801239
occupancy,6,2,autoregressive,18,3850,3.15182,0.854945
occupancy,6,2,autoregressive,19,3850,3.30878,0.896909
occupancy,6,2,autoregressive,20,3850,2.94931,0.830356
occupancy,6,2,autoregressive,21,3850,2.85002,0.807773
occupancy,6,2,autoregressive,22,3850,2.86765,0.812047
occupancy,6,2,autoregressive,23,3850,2.9297,0.815724
occupancy,6,2,zone_ridge,0,3850,3.47517,0.891486
occupancy,6,2,zone_ridge,1,3850,3.27459,0.846857
occupancy,6,2,zone_ridge,2,3850,2.765,0.753887
occupancy,6,2,zone_ridge,3,3850,2.58652,0.716562
occupancy,6,2,zone_ridge,4,3850,2.5257,0.690445
occupancy,6,2,zone_ridge,5,3850,2.70777,0.712831
occupancy,6,2,zone_ridge,6,3850,3.17013,0.787857
occupancy,6,2,zone_ridge,7,3850,3.31848,0.813298
occupancy,6,2,zone_ridge,8,3850,2.99122,0.784432
occupancy,6,2,zone_ridge,9,3850,3.43112,0.873974
occupancy,6,2,zone_ridge,10,3850,4.49133,1.12167
occupancy,6,2,zone_ridge,11,3850,3.55258,0.953262
occupancy,6,2,zone_ridge,12,3850,4.13824,1.07171
occupancy,6,2,zone_ridge,13,3850,4.66317,1.16032
occupancy,6,2,zone_ridge,14,3850,3.39923,0.924547
occupancy,6,2,zone_ridge,15,3850,3.08739,0.829936
occupancy,6,2,zone_ridge,16,3850,3.16113,0.845772
occupancy,6,2,zone_ridge,17,3850,3.02543,0.818412
occupancy,6,2,zone_ridge,18,3850,3.19882,0.868582
occupancy,6,2,zone_ridge,19,3850,3.33588,0.899457
occupancy,6,2,zone_ridge,20,3850,3.11651,0.857702
occupancy,6,2,zone_ridge,21,3850,3.2085,0.858568
occupancy,6,2,zone_ridge,22,3850,3.19937,0.85817
occupancy,6,2,zone_ridge,23,3850,3.25724,0.868363
occupancy,6,2,zone_gbm,0,3850,3.06118,0.877116
occupancy,6,2,zone_gbm,1,3850,2.95158,0.851164
occupancy,6,2,zone_gbm,2,3850,2.79832,0.817194
occupancy,6,2,zone_gbm,3,3850,2.65097,0.778239
occupancy,6,2,zone_gbm,4,3850,2.54972,0.74447
occupancy,6,2,zone_gbm,5,3850,2.5225,0.725976
occupancy,6,2,zone_gbm,6,3850,2.45014,0.704895
occupancy,6,2,zone_gbm,7,3850,2.38429,0.691858
occupancy,6,2,zone_gbm,8,3850,2.70225,0.786051
occupancy,6,2,zone_gbm,9,3850,2.84636,0.830994
occupancy,6,2,zone_gbm,10,3850,3.93684,1.07005
occupancy,6,2,zone_gbm,11,3850,3.0702,0.908822
occupancy,6,2,zone_gbm,12,3850,3.79635,1.0605
occupancy,6,2,zone_gbm,13,3850,4.16908,1.12594
occupancy,6,2,zone_gbm,14,3850,3.07687,0.917125
occupancy,6,2,zone_gbm,15,3850,2.84532,0.843744
occupancy,6,2,zone_gbm,16,3850,2.85849,0.83914
occupancy,6,2,zone_gbm,17,3850,2.84834,0.83991
occupancy,6,2,zone_gbm,18,3850,2.88818,0.859437
occupancy,6,2,zone_gbm,19,3850,3.05823,0.891673
occupancy,6,2,zone_gbm,20,3850,2.97346,0.876617
occupancy,6,2,zone_gbm,21,3850,3.00199,0.886633
occupancy,6,2,zone_gbm,22,3850,2.91196,0.87896
occupancy,6,2,zone_gbm,23,3850,2.99617,0.882821
occupancy,6,2,global_ridge,0,3850,4.28874,1.22698
occupancy,6,2,global_ridge,1,3850,4.42389,1.28622
occupancy,6,2,global_ridge,2,3850,3.91596,1.25009
occupancy,6,2,global_ridge,3,3850,3.93399,1.25433
occupancy,6,2,global_ridge,4,3850,4.20219,1.2421
occupancy,6,2,global_ridge,5,3850,4.36385,1.17656
occupancy,6,2,global_ridge,6,3850,4.39888,1.09287
occupancy,6,2,global_ridge,7,3850,3.91599,0.966901
occupancy,6,2,global_ridge,8,3850,3.38638,0.875861
occupancy,6,2,global_ridge,9,3850,4.11015,1.0248
occupancy,6,2,global_ridge,10,3850,5.58485,1.4042
occupancy,6,2,global_ridge,11,3850,5.11616,1.35241
occupancy,6,2,global_ridge,12,3850,5.58325,1.53809
occupancy,6,2,global_ridge,13,3850,5.73585,1.64278
occupancy,6,2,global_ridge,14,3850,4.45238,1.39912
occupancy,6,2,global_ridge,15,3850,4.12831,1.27198
occupancy,6,2,global_ridge,16,3850,4.70837,1.28699
occupancy,6,2,global_ridge,17,3850,4.78531,1.26338
occupancy,6,2,global_ridge,18,3850,4.63554,1.21013
occupancy,6,2,global_ridge,19,3850,4.19446,1.08576
occupancy,6,2,global_ridge,20,3850,3.53067,0.964306
occupancy,6,2,global_ridge,21,3850,4.06004,1.01661
occupancy,6,2,global_ridge,22,3850,3.99433,1.03899
occupancy,6,2,global_ridge,23,3850,4.15666,1.13051
occupancy,6,2,global_gbm,0,3850,3.10819,0.871017
occupancy,6,2,global_gbm,1,3850,3.01328,0.828379
occupancy,6,2,global_gbm,2,3850,2.70536,0.756315
occupancy,6,2,global_gbm,3,3850,2.54034,0.71503
occupancy,6,2,global_gbm,4,3850,2.42284,0.658808
occupancy,6,2,global_gbm,5,3850,2.36917,0.631873
occupancy,6,2,global_gbm,6,3850,2.29647,0.605424
occupancy,6,2,global_gbm,7,3850,2.18314,0.574117
occupancy,6,2,global_gbm,8,3850,2.59205,0.694925
occupancy,6,2,global_gbm,9,3850,2.85759,0.805341
occupancy,6,2,global_gbm,10,3850,4.08001,1.08938
occupancy,6,2,global_gbm,11,3850,3.27802,0.963812
occupancy,6,2,global_gbm,12,3850,4.058,1.09771
occupancy,6,2,global_gbm,13,3850,4.40887,1.14952
occupancy,6,2,global_gbm,14,3850,3.2313,0.918699
occupancy,6,2,global_gbm,15,3850,2.81023,0.792833
occupancy,6,2,global_gbm,16,3850,3.19082,0.870408
occupancy,6,2,global_gbm,17,3850,2.98071,0.828076
occupancy,6,2,global_gbm,18,3850,2.88534,0.816328
occupancy,6,2,global_gbm,19,3850,3.04383,0.838889
occupancy,6,2,global_gbm,20,3850,2.8175,0.81218
occupancy,6,2,global_gbm,21,3850,2.83265,0.817336
occupancy,6,2,global_gbm,22,3850,2.87723,0.835139
occupancy,6,2,global_gbm,23,3850,2.94153,0.843596
occupancy,6,3,last_observation,0,3850,4.67351,1.05534
occupancy,6,3,last_observation,1,3850,4.12286,0.922471
occupancy,6,3,last_observation,2,3850,2.94403,0.697779
occupancy,6,3,last_observation,3,3850,2.45675,0.575436
occupancy,6,3,last_observation,4,3850,2.16104,0.479653
occupancy,6,3,last_observation,5,3850,1.82831,0.396189
occupancy,6,3,last_observation,6,3850,1.60935,0.344727
occupancy,6,3,last_observation,7,3850,1.32364,0.284588
occupancy,6,3,last_observation,8,3850,2.36831,0.523637
occupancy,6,3,last_observation,9,3850,4.00558,0.894657
occupancy,6,3,last_observation,10,3850,4.91195,1.10101
occupancy,6,3,last_observation,11,3850,5.58221,1.2549
occupancy,6,3,last_observation,12,3850,5.67403,1.29234
occupancy,6,3,last_observation,13,3850,5.16727,1.19053
occupancy,6,3,last_observation,14,3850,4.26286,1.01613
occupancy,6,3,last_observation,15,3850,3.2674,0.810524
occupancy,6,3,last_observation,16,3850,2.72688,0.720909
occupancy,6,3,last_observation,17,3850,2.98545,0.785898
occupancy,6,3,last_observation,18,3850,2.78078,0.766041
occupancy,6,3,last_observation,19,3850,3.71065,0.947206
occupancy,6,3,last_observation,20,3850,4.23325,1.02561
occupancy,6,3,last_observation,21,3850,4.79494,1.11533
occupancy,6,3,last_observation,22,3850,5.17701,1.17465
occupancy,6,3,last_observation,23,3850,5.14455,1.17464
occupancy,6,3,seasonal_naive_daily,0,3850,2.95455,0.789762
occupancy,6,3,seasonal_naive_daily,1,3850,2.64156,0.732214
occupancy,6,3,seasonal_naive_daily,2,3850,2.46,0.706736
occupancy,6,3,seasonal_naive_daily,3,3850,2.59714,0.731503
occupancy,6,3,seasonal_naive_daily,4,3850,2.63792,0.733651
occupancy,6,3,seasonal_naive_daily,5,3850,2.66026,0.740662
occupancy,6,3,seasonal_naive_daily,6,3850,2.60935,0.734377
occupancy,6,3,seasonal_naive_daily,7,3850,2.51091,0.718613
occupancy,6,3,seasonal_naive_daily,8,3850,2.63532,0.725875
occupancy,6,3,seasonal_naive_daily,9,3850,3.03948,0.833977
occupancy,6,3,seasonal_naive_daily,10,3850,3.08701,0.852926
occupancy,6,3,seasonal_naive_daily,11,3850,3.69273,0.971592
occupancy,6,3,seasonal_naive_daily,12,3850,3.17195,0.875955
occupancy,6,3,seasonal_naive_daily,13,3850,3.19974,0.86386
occupancy,6,3,seasonal_naive_daily,14,3850,3.12312,0.858708
occupancy,6,3,seasonal_naive_daily,15,3850,3.07584,0.844621
occupancy,6,3,seasonal_naive_daily,16,3850,2.97429,0.837873
occupancy,6,3,seasonal_naive_daily,17,3850,3.11169,0.85477
occupancy,6,3,seasonal_naive_daily,18,3850,2.82364,0.793433
occupancy,6,3,seasonal_naive_daily,19,3850,2.71558,0.75843
occupancy,6,3,seasonal_naive_daily,20,3850,2.53623,0.732435
occupancy,6,3,seasonal_naive_daily,21,3850,2.59091,0.732632
occupancy,6,3,seasonal_naive_daily,22,3850,2.63403,0.728894
occupancy,6,3,seasonal_naive_daily,23,3850,2.52364,0.717549
occupancy,6,3,seasonal_naive_weekly,0,3850,4.31974,1.11058
occupancy,6,3,seasonal_naive_weekly,1,3850,4.16883,1.09216
occupancy,6,3,seasonal_naive_weekly,2,3850,3.99117,1.06769
occupancy,6,3,seasonal_naive_weekly,3,3850,4.04792,1.07838
occupancy,6,3,seasonal_naive_weekly,4,3850,4.21662,1.09382
occupancy,6,3,seasonal_naive_weekly,5,3850,4.17091,1.09894
occupancy,6,3,seasonal_naive_weekly,6,3850,4.14468,1.08751
occupancy,6,3,seasonal_naive_weekly,7,3850,3.93403,1.0509
occupancy,6,3,seasonal_naive_weekly,8,3850,3.73792,1.00378
occupancy,6,3,seasonal_naive_weekly,9,3850,3.79961,1.04071
occupancy,6,3,seasonal_naive_weekly,10,3850,3.85455,1.05296
occupancy,6,3,seasonal_naive_weekly,11,3850,4.22675,1.13624
occupancy,6,3,seasonal_naive_weekly,12,3850,4.05442,1.12041
occupancy,6,3,seasonal_naive_weekly,13,3850,4.08883,1.11605
occupancy,6,3,seasonal_naive_weekly,14,3850,3.95545,1.09086
occupancy,6,3,seasonal_naive_weekly,15,3850,3.92468,1.07457
occupancy,6,3,seasonal_naive_weekly,16,3850,3.87753,1.07482
occupancy,6,3,seasonal_naive_weekly,17,3850,3.98909,1.09023
occupancy,6,3,seasonal_naive_weekly,18,3850,3.88675,1.05896
occupancy,6,3,seasonal_naive_weekly,19,3850,3.85351,1.05127
occupancy,6,3,seasonal_naive_weekly,20,3850,3.6687,1.02747
occupancy,6,3,seasonal_naive_weekly,21,3850,3.86701,1.03877
occupancy,6,3,seasonal_naive_weekly,22,3850,3.88909,1.02692
occupancy,6,3,seasonal_naive_weekly,23,3850,3.91584,1.03679
occupancy,6,3,autoregressive,0,3850,2.57412,0.678529
occupancy,6,3,autoregressive,1,3850,2.33669,0.615255
occupancy,6,3,autoregressive,2,3850,2.13438,0.565402
occupancy,6,3,autoregressive,3,3850,2.11654,0.55309
occupancy,6,3,autoregressive,4,3850,2.02909,0.527974
occupancy,6,3,autoregressive,5,3850,1.98822,0.516014
occupancy,6,3,autoregressive,6,3850,1.92467,0.512545
occupancy,6,3,autoregressive,7,3850,2.04493,0.528748
occupancy,6,3,autoregressive,8,3850,2.2477,0.575066
occupancy,6,3,autoregressive,9,3850,2.63416,0.674804
occupancy,6,3,autoregressive,10,3850,2.7825,0.722743
occupancy,6,3,autoregressive,11,3850,3.17725,0.813058
occupancy,6,3,autoregressive,12,3850,2.88683,0.765148
occupancy,6,3,autoregressive,13,3850,2.92593,0.765285
occupancy,6,3,autoregressive,14,3850,2.78189,0.737541
occupancy,6,3,autoregressive,15,3850,2.58586,0.69244
occupancy,6,3,autoregressive,16,3850,2.47806,0.67564
occupancy,6,3,autoregressive,17,3850,2.57723,0.699281
occupancy,6,3,autoregressive,18,3850,2.37146,0.661752
occupancy,6,3,autoregressive,19,3850,2.51916,0.689245
occupancy,6,3,autoregressive,20,3850,2.43264,0.676364
occupancy,6,3,autoregressive,21,3850,2.50926,0.685409
occupancy,6,3,autoregressive,22,3850,2.5117,0.680879
occupancy,6,3,autoregressive,23,3850,2.4555,0.674401
occupancy,6,3,zone_ridge,0,3850,3.41544,0.844091
occupancy,6,3,zone_ridge,1,3850,3.32107,0.804128
occupancy,6,3,zone_ridge,2,3850,3.27696,0.783529
occupancy,6,3,zone_ridge,3,3850,3.16997,0.763323
occupancy,6,3,zone_ridge,4,3850,2.91891,0.706082
occupancy,6,3,zone_ridge,5,3850,2.58669,0.64763
occupancy,6,3,zone_ridge,6,3850,2.37613,0.603212
occupancy,6,3,zone_ridge,7,3850,2.54741,0.626386
occupancy,6,3,zone_ridge,8,3850,2.50543,0.628888
occupancy,6,3,zone_ridge,9,3850,2.53991,0.6591
occupancy,6,3,zone_ridge,10,3850,2.79371,0.71039
occupancy,6,3,zone_ridge,11,3850,3.26338,0.809703
occupancy,6,3,zone_ridge,12,3850,3.16133,0.79095
occupancy,6,3,zone_ridge,13,3850,3.38591,0.829177
occupancy,6,3,zone_ridge,14,3850,3.03669,0.775267
occupancy,6,3,zone_ridge,15,3850,2.93749,0.75265
occupancy,6,3,zone_ridge,16,3850,2.70932,0.718708
occupancy,6,3,zone_ridge,17,3850,2.8066,0.739753
occupancy,6,3,zone_ridge,18,3850,2.5765,0.699666
occupancy,6,3,zone_ridge,19,3850,2.90429,0.756956
occupancy,6,3,zone_ridge,20,3850,2.89011,0.757374
occupancy,6,3,zone_ridge,21,3850,2.96786,0.766388
occupancy,6,3,zone_ridge,22,3850,3.11245,0.785209
occupancy,6,3,zone_ridge,23,3850,3.26268,0.810107
occupancy,6,3,zone_gbm,0,3850,3.41306,0.867109
occupancy,6,3,zone_gbm,1,3850,3.08491,0.807388
occupancy,6,3,zone_gbm,2,3850,2.93381,0.781524
occupancy,6,3,zone_gbm,3,3850,2.93053,0.767121
occupancy,6,3,zone_gbm,4,3850,2.91734,0.741227
occupancy,6,3,zone_gbm,5,3850,2.80829,0.710728
occupancy,6,3,zone_gbm,6,3850,2.72615,0.684928
occupancy,6,3,zone_gbm,7,3850,2.39378,0.61293
occupancy,6,3,zone_gbm,8,3850,2.68393,0.6793
occupancy,6,3,zone_gbm,9,3850,2.98037,0.776119
occupancy,6,3,zone_gbm,10,3850,3.03144,0.811255
occupancy,6,3,zone_gbm,11,3850,3.33561,0.891219
occupancy,6,3,zone_gbm,12,3850,3.18057,0.863005
occupancy,6,3,zone_gbm,13,3850,3.26517,0.873577
occupancy,6,3,zone_gbm,14,3850,3.09988,0.851795
occupancy,6,3,zone_gbm,15,3850,2.94459,0.812548
occupancy,6,3,zone_gbm,16,3850,2.77243,0.772486
occupancy,6,3,zone_gbm,17,3850,2.89484,0.792588
occupancy,6,3,zone_gbm,18,3850,2.88334,0.786764
occupancy,6,3,zone_gbm,19,3850,2.95144,0.804702
occupancy,6,3,zone_gbm,20,3850,2.84405,0.79372
occupancy,6,3,zone_gbm,21,3850,2.95602,0.809933
occupancy,6,3,zone_gbm,22,3850,3.08864,0.824195
occupancy,6,3,zone_gbm,23,3850,3.08824,0.827633
occupancy,6,3,global_ridge,0,3850,3.4538,1.10787
occupancy,6,3,global_ridge,1,3850,3.64863,1.18615
occupancy,6,3,global_ridge,2,3850,3.3871,1.17805
occupancy,6,3,global_ridge,3,3850,3.54223,1.2035
occupancy,6,3,global_ridge,4,3850,3.54223,1.14749
occupancy,6,3,global_ridge,5,3850,3.51326,1.07296
occupancy,6,3,global_ridge,6,3850,3.25833,0.927679
occupancy,6,3,global_ridge,7,3850,2.96239,0.79991
occupancy,6,3,global_ridge,8,3850,2.64674,0.69416
occupancy,6,3,global_ridge,9,3850,3.01272,0.796096
occupancy,6,3,global_ridge,10,3850,3.41437,0.929972
occupancy,6,3,global_ridge,11,3850,4.04119,1.12009
occupancy,6,3,global_ridge,12,3850,3.84486,1.13876
occupancy,6,3,global_ridge,13,3850,3.73226,1.1879
occupancy,6,3,global_ridge,14,3850,3.56568,1.16766
occupancy,6,3,global_ridge,15,3850,3.39928,1.09814
occupancy,6,3,global_ridge,16,3850,3.32177,1.02998
occupancy,6,3,global_ridge,17,3850,3.53281,1.05178
occupancy,6,3,global_ridge,18,3850,3.09391,0.930118
occupancy,6,3,global_ridge,19,3850,2.90658,0.843301
occupancy,6,3,global_ridge,20,3850,2.94376,0.814498
occupancy,6,3,global_ridge,21,3850,3.15191,0.848846
occupancy,6,3,global_ridge,22,3850,3.3188,0.921152
occupancy,6,3,global_ridge,23,3850,3.37688,1.00061
occupancy,6,3,global_gbm,0,3850,2.97527,0.764001
occupancy,6,3,global_gbm,1,3850,2.76276,0.704983
occupancy,6,3,global_gbm,2,3850,2.58503,0.671899
occupancy,6,3,global_gbm,3,3850,2.48844,0.639726
occupancy,6,3,global_gbm,4,3850,2.33591,0.579184
occupancy,6,3,global_gbm,5,3850,2.22932,0.541506
occupancy,6,3,global_gbm,6,3850,2.16889,0.527684
occupancy,6,3,global_gbm,7,3850,1.92009,0.48377
occupancy,6,3,global_gbm,8,3850,2.02613,0.528107
occupancy,6,3,global_gbm,9,3850,2.38895,0.646771
occupancy,6,3,global_gbm,10,3850,2.5356,0.699583
occupancy,6,3,global_gbm,11,3850,2.89446,0.784651
occupancy,6,3,global_gbm,12,3850,2.6804,0.748672
occupancy,6,3,global_gbm,13,3850,2.7637,0.753498
occupancy,6,3,global_gbm,14,3850,2.57721,0.717001
occupancy,6,3,global_gbm,15,3850,2.45512,0.67578
occupancy,6,3,global_gbm,16,3850,2.36701,0.666815
occupancy,6,3,global_gbm,17,3850,2.55123,0.69871
occupancy,6,3,global_gbm,18,3850,2.41948,0.666194
occupancy,6,3,global_gbm,19,3850,2.61351,0.707629
occupancy,6,3,global_gbm,20,3850,2.55979,0.712868
occupancy,6,3,global_gbm,21,3850,2.69763,0.734929
occupancy,6,3,global_gbm,22,3850,2.78435,0.746575
occupancy,6,3,global_gbm,23,3850,2.74814,0.738199
occupancy,6,4,last_observation,0,3850,7.66468,1.71782
occupancy,6,4,last_observation,1,3850,7.09455,1.54683
occupancy,6,4,last_observation,2,3850,5.28701,1.20592
occupancy,6,4,last_observation,3,3850,4.08727,0.951853
occupancy,6,4,last_observation,4,3850,3.01377,0.718985
occupancy,6,4,last_observation,5,3850,2.3213,0.545106
occupancy,6,4,last_observation,6,3850,1.82922,0.422434
occupancy,6,4,last_observation,7,3850,1.71403,0.395355
occupancy,6,4,last_observation,8,3850,4.1513,0.915367
occupancy,6,4,last_observation,9,3850,6.6274,1.47329
occupancy,6,4,last_observation,10,3850,7.92857,1.7917
occupancy,6,4,last_observation,11,3850,8.65974,1.93133
occupancy,6,4,last_observation,12,3850,8.77091,1.94883
occupancy,6,4,last_observation,13,3850,7.96974,1.78968
occupancy,6,4,last_observation,14,3850,5.84571,1.3809
occupancy,6,4,last_observation,15,3850,3.97026,1.01164
occupancy,6,4,last_observation,16,3850,3.17039,0.861663
occupancy,6,4,last_observation,17,3850,3.07195,0.845028
occupancy,6,4,last_observation,18,3850,2.97519,0.836979
occupancy,6,4,last_observation,19,3850,3.96065,1.06205
occupancy,6,4,last_observation,20,3850,5.10247,1.25796
occupancy,6,4,last_observation,21,3850,6.37169,1.48184
occupancy,6,4,last_observation,22,3850,7.28286,1.65416
occupancy,6,4,last_observation,23,3850,7.85247,1.76828
occupancy,6,4,seasonal_naive_daily,0,3850,3.09195,0.900916
occupancy,6,4,seasonal_naive_daily,1,3850,3.06571,0.89387
occupancy,6,4,seasonal_naive_daily,2,3850,3.02701,0.885289
occupancy,6,4,seasonal_naive_daily,3,3850,2.99714,0.868294
occupancy,6,4,seasonal_naive_daily,4,3850,2.87818,0.864335
occupancy,6,4,seasonal_naive_daily,5,3850,2.9787,0.874297
occupancy,6,4,seasonal_naive_daily,6,3850,3.07818,0.888452
occupancy,6,4,seasonal_naive_daily,7,3850,2.97636,0.88124
occupancy,6,4,seasonal_naive_daily,8,3850,3.40727,0.932803
occupancy,6,4,seasonal_naive_daily,9,3850,3.51948,0.969117
occupancy,6,4,seasonal_naive_daily,10,3850,3.57662,0.994557
occupancy,6,4,seasonal_naive_daily,11,3850,3.58935,0.979912
occupancy,6,4,seasonal_naive_daily,12,3850,3.46597,0.965975
occupancy,6,4,seasonal_naive_daily,13,3850,3.38026,0.947962
occupancy,6,4,seasonal_naive_daily,14,3850,3.31195,0.937868
occupancy,6,4,seasonal_naive_daily,15,3850,3.28753,0.931995
occupancy,6,4,seasonal_naive_daily,16,3850,3.22208,0.921969
occupancy,6,4,seasonal_naive_daily,17,3850,3.33221,0.950993
occupancy,6,4,seasonal_naive_daily,18,3850,3.16753,0.910032
occupancy,6,4,seasonal_naive_daily,19,3850,3.19558,0.885014
occupancy,6,4,seasonal_naive_daily,20,3850,3,0.864857
occupancy,6,4,seasonal_naive_daily,21,3850,2.96494,0.863445
occupancy,6,4,seasonal_naive_daily,22,3850,2.96753,0.868143
occupancy,6,4,seasonal_naive_daily,23,3850,3.02597,0.879143
occupancy,6,4,seasonal_naive_weekly,0,3850,4.10403,1.11783
occupancy,6,4,seasonal_naive_weekly,1,3850,4.06416,1.11436
occupancy,6,4,seasonal_naive_weekly,2,3850,4.00156,1.11023
occupancy,6,4,seasonal_naive_weekly,3,3850,3.96013,1.09549
occupancy,6,4,seasonal_naive_weekly,4,3850,3.91377,1.09354
occupancy,6,4,seasonal_naive_weekly,5,3850,4.02026,1.10447
occupancy,6,4,seasonal_naive_weekly,6,3850,4.04182,1.1114
occupancy,6,4,seasonal_naive_weekly,7,3850,3.87325,1.08127
occupancy,6,4,seasonal_naive_weekly,8,3850,3.74753,1.04482
occupancy,6,4,seasonal_naive_weekly,9,3850,3.6961,1.06065
occupancy,6,4,seasonal_naive_weekly,10,3850,3.67636,1.05818
occupancy,6,4,seasonal_naive_weekly,11,3850,3.92377,1.10759
occupancy,6,4,seasonal_naive_weekly,12,3850,3.67403,1.05891
occupancy,6,4,seasonal_naive_weekly,13,3850,3.81494,1.08158
occupancy,6,4,seasonal_naive_weekly,14,3850,3.69571,1.06713
occupancy,6,4,seasonal_naive_weekly,15,3850,3.70273,1.07382
occupancy,6,4,seasonal_naive_weekly,16,3850,3.70506,1.05822
occupancy,6,4,seasonal_naive_weekly,17,3850,3.83429,1.08926
occupancy,6,4,seasonal_naive_weekly,18,3850,3.77039,1.07678
occupancy,6,4,seasonal_naive_weekly,19,3850,3.81221,1.06009
occupancy,6,4,seasonal_naive_weekly,20,3850,3.74234,1.06012
occupancy,6,4,seasonal_naive_weekly,21,3850,3.72195,1.05314
occupancy,6,4,seasonal_naive_weekly,22,3850,3.82442,1.07136
occupancy,6,4,seasonal_naive_weekly,23,3850,3.86494,1.07509
occupancy,6,4,autoregressive,0,3850,2.81532,0.797326
occupancy,6,4,autoregressive,1,3850,2.7039,0.762535
occupancy,6,4,autoregressive,2,3850,2.47614,0.703241
occupancy,6,4,autoregressive,3,3850,2.29794,0.647214
occupancy,6,4,autoregressive,4,3850,2.06803,0.591983
occupancy,6,4,autoregressive,5,3850,2.03775,0.567728
occupancy,6,4,autoregressive,6,3850,2.10879,0.569339
occupancy,6,4,autoregressive,7,3850,2.25208,0.602471
occupancy,6,4,autoregressive,8,3850,2.64996,0.688217
occupancy,6,4,autoregressive,9,3850,3.10669,0.80893
occupancy,6,4,autoregressive,10,3850,3.25855,0.873899
occupancy,6,4,autoregressive,11,3850,3.30296,0.890188
occupancy,6,4,autoregressive,12,3850,3.27798,0.888357
occupancy,6,4,autoregressive,13,3850,3.25699,0.886116
occupancy,6,4,autoregressive,14,3850,2.99313,0.841185
occupancy,6,4,autoregressive,15,3850,2.67515,0.767605
occupancy,6,4,autoregressive,16,3850,2.50968,0.72709
occupancy,6,4,autoregressive,17,3850,2.63924,0.74897
occupancy,6,4,autoregressive,18,3850,2.51962,0.726024
occupancy,6,4,autoregressive,19,3850,2.70309,0.76024
occupancy,6,4,autoregressive,20,3850,2.64551,0.759716
occupancy,6,4,autoregressive,21,3850,2.65528,0.761137
occupancy,6,4,autoregressive,22,3850,2.69631,0.776638
occupancy,6,4,autoregressive,23,3850,2.82354,0.802942
occupancy,6,4,zone_ridge,0,3850,3.08576,0.832242
occupancy,6,4,zone_ridge,1,3850,3.04878,0.80784
occupancy,6,4,zone_ridge,2,3850,2.62744,0.731213
occupancy,6,4,zone_ridge,3,3850,2.61878,0.709183
occupancy,6,4,zone_ridge,4,3850,2.53582,0.685029
occupancy,6,4,zone_ridge,5,3850,2.64809,0.692164
occupancy,6,4,zone_ridge,6,3850,3.19516,0.771487
occupancy,6,4,zone_ridge,7,3850,3.33353,0.806552
occupancy,6,4,zone_ridge,8,3850,2.63016,0.704842
occupancy,6,4,zone_ridge,9,3850,3.16422,0.812561
occupancy,6,4,zone_ridge,10,3850,3.56121,0.915642
occupancy,6,4,zone_ridge,11,3850,3.58835,0.922765
occupancy,6,4,zone_ridge,12,3850,3.33896,0.883622
occupancy,6,4,zone_ridge,13,3850,2.99582,0.839595
occupancy,6,4,zone_ridge,14,3850,2.71972,0.787731
occupancy,6,4,zone_ridge,15,3850,2.75632,0.776512
occupancy,6,4,zone_ridge,16,3850,3.0089,0.800334
occupancy,6,4,zone_ridge,17,3850,3.42588,0.878894
occupancy,6,4,zone_ridge,18,3850,3.01065,0.8082
occupancy,6,4,zone_ridge,19,3850,2.89691,0.792283
occupancy,6,4,zone_ridge,20,3850,2.69582,0.773759
occupancy,6,4,zone_ridge,21,3850,2.8506,0.788372
occupancy,6,4,zone_ridge,22,3850,3.0593,0.822613
occupancy,6,4,zone_ridge,23,3850,3.19962,0.85841
occupancy,6,4,zone_gbm,0,3850,2.99876,0.835309
occupancy,6,4,zone_gbm,1,3850,2.93056,0.811905
occupancy,6,4,zone_gbm,2,3850,2.77361,0.776946
occupancy,6,4,zone_gbm,3,3850,2.64169,0.728938
occupancy,6,4,zone_gbm,4,3850,2.4491,0.67893
occupancy,6,4,zone_gbm,5,3850,2.31927,0.632938
occupancy,6,4,zone_gbm,6,3850,2.32732,0.623699
occupancy,6,4,zone_gbm,7,3850,2.23394,0.614812
occupancy,6,4,zone_gbm,8,3850,2.52269,0.686806
occupancy,6,4,zone_gbm,9,3850,2.65727,0.74434
occupancy,6,4,zone_gbm,10,3850,2.84817,0.800845
occupancy,6,4,zone_gbm,11,3850,3.0818,0.842946
occupancy,6,4,zone_gbm,12,3850,3.12425,0.855214
occupancy,6,4,zone_gbm,13,3850,3.03465,0.847378
occupancy,6,4,zone_gbm,14,3850,2.90849,0.825497
occupancy,6,4,zone_gbm,15,3850,2.91087,0.826098
